A,B,C,D,E,F,G,H,I,J,K,L
,,,'ACKr','ACS','ACtex',,,,,,
,,,'ACOAD1f','EAR40x','EAR40y',,,,,,
,,,'ACOAD1f','EAR60x','EAR60y',,,,,,
,,,'ACOAD1f','EAR80x','EAR80y',,,,,,
,,,'ACOAD1f','KAS14','KAS15',,,,,,
,,,'ACOAD3f','EAR40x','EAR40y',,,,,,
,,,'ACOAD3f','EAR60x','EAR60y',,,,,,
,,,'ACOAD3f','EAR80x','EAR80y',,,,,,
,,,'ACOAD3f','KAS14','KAS15',,,,,,
,,,'ACS','ACt2rpp','PTAr',,,,,,
,,,'ACS','ACtex','PTAr',,,,,,
,,,'ADK1','ADK3','PPM',,,,,,
,,,'ADK1','ADK3','PRPPS',,,,,,
,,,'ADK1','ADK3','R15BPK',,,,,,
,,,'ADK1','ADK3','R1PK',,,,,,
,,,'ADK1','NDPK1','PPM',,,,,,
,,,'ADK1','NDPK1','PRPPS',,,,,,
,,,'ADK1','NDPK1','R15BPK',,,,,,
,,,'ADK1','NDPK1','R1PK',,,,,,
,,,'AKGDH','PPCSCT','SUCOAS',,,,,,
,,,'ALLTAMH','CBMKr','CBPS',,,,,,
,,,'ALLTAMH','ICL','PPC',,,,,,
,,,'ALLTAMH','O2tex','PPC',,,,,,
,,,'ALLTAMH','O2tpp','PPC',,,,,,
,,,'ALLTAMH','PPC','SUCDi',,,,,,
,,,'ALLTN','CBMKr','CBPS',,,,,,
,,,'ALLTN','ICL','PPC',,,,,,
,,,'ALLTN','O2tex','PPC',,,,,,
,,,'ALLTN','O2tpp','PPC',,,,,,
,,,'ALLTN','PPC','SUCDi',,,,,,
,,,'ATPS4rpp','EDA','GAPD',,,,,,
,,,'ATPS4rpp','EDA','PGK',,,,,,
,,,'ATPS4rpp','EDD','GAPD',,,,,,
,,,'ATPS4rpp','EDD','PGK',,,,,,
,,,'ATPS4rpp','GAPD','TPI',,,,,,
,,,'ATPS4rpp','PGK','TPI',,,,,,
,,,'CBMKr','CBPS','OXAMTC',,,,,,
,,,'CBMKr','CBPS','URDGLYCD',,,,,,
,,,'CBMKr','CBPS','URIC',,,,,,
,,,'CBMKr','CBPS','XAND',,,,,,
,,,'CMPN','CYTK1','NTD4',,,,,,
,,,'CSND','CYTK1','NTD4',,,,,,
,,,'CTECOAI6_copy1','CTECOAI7_copy1','T2DECAI',,,,,,
,,,'CTECOAI6_copy1','FACOAE161','T2DECAI',,,,,,
,,,'CTECOAI7_copy1','EAR161x','EAR161y',,,,,,
,,,'CTECOAI7_copy1','FACOAE141','T2DECAI',,,,,,
,,,'DHBS','FE3abcpp','FESD1s',,,,,,
,,,'DHBS','FE3abcpp','FESR',,,,,,
,,,'DHBS','FE3abcpp','O2tex',,,,,,
,,,'DHBS','FE3abcpp','O2tpp',,,,,,
,,,'DHBS','FE3tex','O2tex',,,,,,
,,,'DHBSH','FE3abcpp','FESD1s',,,,,,
,,,'DHBSH','FE3abcpp','FESR',,,,,,
,,,'DHBSH','FE3abcpp','O2tex',,,,,,
,,,'DHBSH','FE3abcpp','O2tpp',,,,,,
,,,'DHBSH','FE3tex','O2tex',,,,,,
,,,'DHORD2','DHORD5','DHORDfum',,,,,,
,,,'DHORD5','DHORDfum','O2tex',,,,,,
,,,'DHORD5','DHORDfum','O2tpp',,,,,,
,,,'DHORDfum','FRD2','O2tex',,,,,,
,,,'DHORDfum','FRD2','O2tpp',,,,,,
,,,'DURIK1','DUTPDP','URIDK2r',,,,,,
,,,'EAR120x','EAR120y','FACOAE120',,,,,,
,,,'EAR160x','EAR160y','FACOAE160',,,,,,
,,,'EAR161x','EAR161y','FACOAE161',,,,,,
,,,'EAR40x','EAR40y','ECOAH1',,,,,,
,,,'EAR40x','EAR40y','ECOAH2',,,,,,
,,,'EAR40x','EAR40y','ECOAH3',,,,,,
,,,'EAR40x','EAR40y','HACD1',,,,,,
,,,'EAR40x','EAR40y','HACD2',,,,,,
,,,'EAR40x','EAR40y','HACD3',,,,,,
,,,'EAR60x','EAR60y','ECOAH1',,,,,,
,,,'EAR60x','EAR60y','ECOAH2',,,,,,
,,,'EAR60x','EAR60y','ECOAH3',,,,,,
,,,'EAR60x','EAR60y','HACD1',,,,,,
,,,'EAR60x','EAR60y','HACD2',,,,,,
,,,'EAR60x','EAR60y','HACD3',,,,,,
,,,'EAR80x','EAR80y','ECOAH1',,,,,,
,,,'EAR80x','EAR80y','ECOAH2',,,,,,
,,,'EAR80x','EAR80y','ECOAH3',,,,,,
,,,'EAR80x','EAR80y','HACD1',,,,,,
,,,'EAR80x','EAR80y','HACD2',,,,,,
,,,'EAR80x','EAR80y','HACD3',,,,,,
,,,'ECOAH1','KAS14','KAS15',,,,,,
,,,'ECOAH2','KAS14','KAS15',,,,,,
,,,'ECOAH3','KAS14','KAS15',,,,,,
,,,'ENO','FUM','PPS',,,,,,
,,,'ENO','MALS','PPS',,,,,,
,,,'ENO','PPCK','PPS',,,,,,
,,,'ENTCS','FE3abcpp','FESD1s',,,,,,
,,,'ENTCS','FE3abcpp','FESR',,,,,,
,,,'ENTCS','FE3abcpp','O2tex',,,,,,
,,,'ENTCS','FE3abcpp','O2tpp',,,,,,
,,,'ENTCS','FE3tex','O2tex',,,,,,
,,,'ENTERES2','FE3abcpp','FESD1s',,,,,,
,,,'ENTERES2','FE3abcpp','FESR',,,,,,
,,,'ENTERES2','FE3abcpp','O2tex',,,,,,
,,,'ENTERES2','FE3abcpp','O2tpp',,,,,,
,,,'ENTERES2','FE3tex','O2tex',,,,,,
,,,'FACOAE141','FACOAE161','T2DECAI',,,,,,
,,,'FBA3','RPE','TALA',,,,,,
,,,'FBA3','TALA','TKT2',,,,,,
,,,'FE3abcpp','FEENTERabcpp','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERabcpp','FESR',,,,,,
,,,'FE3abcpp','FEENTERabcpp','O2tex',,,,,,
,,,'FE3abcpp','FEENTERabcpp','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERexs','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERexs','FESR',,,,,,
,,,'FE3abcpp','FEENTERexs','O2tex',,,,,,
,,,'FE3abcpp','FEENTERexs','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERtex','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERtex','FESR',,,,,,
,,,'FE3abcpp','FEENTERtex','O2tex',,,,,,
,,,'FE3abcpp','FEENTERtex','O2tpp',,,,,,
,,,'FE3abcpp','FEENTERtonex','FESD1s',,,,,,
,,,'FE3abcpp','FEENTERtonex','FESR',,,,,,
,,,'FE3abcpp','FEENTERtonex','O2tex',,,,,,
,,,'FE3abcpp','FEENTERtonex','O2tpp',,,,,,
,,,'FE3abcpp','FESD1s','SERASr',,,,,,
,,,'FE3abcpp','FESR','SERASr',,,,,,
,,,'FE3abcpp','O2tex','SERASr',,,,,,
,,,'FE3abcpp','O2tpp','SERASr',,,,,,
,,,'FE3tex','FEENTERabcpp','O2tex',,,,,,
,,,'FE3tex','FEENTERexs','O2tex',,,,,,
,,,'FE3tex','FEENTERtex','O2tex',,,,,,
,,,'FE3tex','FEENTERtonex','O2tex',,,,,,
,,,'FE3tex','O2tex','SERASr',,,,,,
,,,'FLDR2','NDPK5','POR5',,,,,,
,,,'FLDR2','NDPK7','POR5',,,,,,
,,,'FLDR2','NDPK8','POR5',,,,,,
,,,'FLDR2','POR5','MECDPDH2',,,,,,
,,,'FORtppi','FTHFLi','GART',,,,,,
,,,'FTHFLi','GARFT','MTHFC',,,,,,
,,,'FTHFLi','GARFT','MTHFD',,,,,,
,,,'FTHFLi','GART','MTHFC',,,,,,
,,,'FTHFLi','GART','MTHFD',,,,,,
,,,'FUM','GAPD','PPS',,,,,,
,,,'FUM','PGK','PPS',,,,,,
,,,'FUM','PGM','PPS',,,,,,
,,,'G6PDH2r','GLCDpp','RPE',,,,,,
,,,'G6PDH2r','GLCDpp','TKT2',,,,,,
,,,'G6PDH2r','GLCNt2rpp','RPE',,,,,,
,,,'G6PDH2r','GLCNt2rpp','TKT2',,,,,,
,,,'G6PDH2r','GNK','RPE',,,,,,
,,,'G6PDH2r','GNK','TKT2',,,,,,
,,,'G6PDH2r','O2tex','RPE',,,,,,
,,,'G6PDH2r','O2tex','TKT2',,,,,,
,,,'G6PDH2r','O2tpp','RPE',,,,,,
,,,'G6PDH2r','O2tpp','TKT2',,,,,,
,,,'GAPD','ICL','PPS',,,,,,
,,,'GAPD','PPS','SUCDi',,,,,,
,,,'GAPD','TKT2','TPI',,,,,,
,,,'GHMT2r','GLYCL','MTHFC',,,,,,
,,,'GHMT2r','GLYCL','MTHFD',,,,,,
,,,'GHMT2r','ICL','PPC',,,,,,
,,,'GHMT2r','O2tex','PPC',,,,,,
,,,'GHMT2r','O2tpp','PPC',,,,,,
,,,'GHMT2r','PPC','SUCDi',,,,,,
,,,'GHMT2r','THRA','THRD',,,,,,
,,,'GLCDpp','PGL','RPE',,,,,,
,,,'GLCDpp','PGL','TKT2',,,,,,
,,,'GLCNt2rpp','PGL','RPE',,,,,,
,,,'GLCNt2rpp','PGL','TKT2',,,,,,
,,,'GLXCL','GLYCLTt2rpp','MALS',,,,,,
,,,'GLXCL','GLYCLTtex','MALS',,,,,,
,,,'GLYCL','MTHFC','PGCD',,,,,,
,,,'GLYCL','MTHFC','PSERT',,,,,,
,,,'GLYCL','MTHFC','PSP_L',,,,,,
,,,'GLYCL','MTHFD','PGCD',,,,,,
,,,'GLYCL','MTHFD','PSERT',,,,,,
,,,'GLYCL','MTHFD','PSP_L',,,,,,
,,,'GNK','PGL','RPE',,,,,,
,,,'GNK','PGL','TKT2',,,,,,
,,,'GRXR','RNDR1','RNTR1c2',,,,,,
,,,'GRXR','RNDR2','RNTR2c2',,,,,,
,,,'GRXR','RNDR3','RNTR3c2',,,,,,
,,,'GTHOr','RNDR1','RNTR1c2',,,,,,
,,,'GTHOr','RNDR2','RNTR2c2',,,,,,
,,,'GTHOr','RNDR3','RNTR3c2',,,,,,
,,,'HACD1','KAS14','KAS15',,,,,,
,,,'HACD2','KAS14','KAS15',,,,,,
,,,'HACD3','KAS14','KAS15',,,,,,
,,,'I2FE2SS2','I2FE2ST','S2FE2SR',,,,,,
,,,'I2FE2ST','I4FE4SR','S2FE2SR',,,,,,
,,,'I2FE2ST','I4FE4ST','S2FE2SR',,,,,,
,,,'ICL','MTHFC','PPC',,,,,,
,,,'ICL','MTHFD','PPC',,,,,,
,,,'ICL','PGCD','PPC',,,,,,
,,,'ICL','PGK','PPS',,,,,,
,,,'ICL','PPC','PSERT',,,,,,
,,,'ICL','PPC','PSP_L',,,,,,
,,,'ICL','PPC','UGLYCH',,,,,,
,,,'ICL','PPC','URIC',,,,,,
,,,'ICL','PPC','XAND',,,,,,
,,,'MCITD','MTHFC','PFL',,,,,,
,,,'MCITD','MTHFD','PFL',,,,,,
,,,'MCITL2','MTHFC','PFL',,,,,,
,,,'MCITL2','MTHFD','PFL',,,,,,
,,,'MCITS','MTHFC','PFL',,,,,,
,,,'MCITS','MTHFD','PFL',,,,,,
,,,'MG2t3_2pp','MG2tpp','MG2uabcpp',,,,,,
,,,'MICITDr','MTHFC','PFL',,,,,,
,,,'MICITDr','MTHFD','PFL',,,,,,
,,,'MN2tpp','MNt2pp','MNabc_1',,,,,,
,,,'MOX','O2tex','PDX5PO2',,,,,,
,,,'MOX','O2tex','PPC',,,,,,
,,,'MOX','O2tpp','PDX5PO2',,,,,,
,,,'MOX','O2tpp','PPC',,,,,,
,,,'MTHFC','O2tex','PPC',,,,,,
,,,'MTHFC','O2tpp','PPC',,,,,,
,,,'MTHFC','OBTFL','PFL',,,,,,
,,,'MTHFC','PPC','SUCDi',,,,,,
,,,'MTHFD','O2tex','PPC',,,,,,
,,,'MTHFD','O2tpp','PPC',,,,,,
,,,'MTHFD','OBTFL','PFL',,,,,,
,,,'MTHFD','PPC','SUCDi',,,,,,
,,,'O2tex','PGCD','PPC',,,,,,
,,,'O2tex','PGL','RPE',,,,,,
,,,'O2tex','PGL','TKT2',,,,,,
,,,'O2tex','PPC','PSERT',,,,,,
,,,'O2tex','PPC','PSP_L',,,,,,
,,,'O2tex','PPC','UGLYCH',,,,,,
,,,'O2tex','PPC','URIC',,,,,,
,,,'O2tex','PPC','XAND',,,,,,
,,,'O2tpp','PGCD','PPC',,,,,,
,,,'O2tpp','PGL','RPE',,,,,,
,,,'O2tpp','PGL','TKT2',,,,,,
,,,'O2tpp','PPC','PSERT',,,,,,
,,,'O2tpp','PPC','PSP_L',,,,,,
,,,'O2tpp','PPC','UGLYCH',,,,,,
,,,'O2tpp','PPC','URIC',,,,,,
,,,'O2tpp','PPC','XAND',,,,,,
,,,'PFK_3','RPE','TALA',,,,,,
,,,'PFK_3','TALA','TKT2',,,,,,
,,,'PGCD','PPC','SUCDi',,,,,,
,,,'PGCD','THRA','THRD',,,,,,
,,,'PGK','PPS','SUCDi',,,,,,
,,,'PGK','TKT2','TPI',,,,,,
,,,'PPC','PSERT','SUCDi',,,,,,
,,,'PPC','PSP_L','SUCDi',,,,,,
,,,'PPC','SUCDi','UGLYCH',,,,,,
,,,'PPC','SUCDi','URIC',,,,,,
,,,'PPC','SUCDi','XAND',,,,,,
,,,'PPPGO','SUCCtex','SUCDi',,,,,,
,,,'PSERT','THRA','THRD',,,,,,
,,,'PSP_L','THRA','THRD',,,,,,
,,,'RNDR1','RNDR1b','RNTR1c2',,,,,,
,,,'RNDR1b','RNTR1c2','TRDR',,,,,,
,,,'RNDR2','RNDR2b','RNTR2c2',,,,,,
,,,'RNDR2b','RNTR2c2','TRDR',,,,,,
,,,'RNDR3','RNDR3b','RNTR3c2',,,,,,
,,,'RNDR3b','RNTR3c2','TRDR',,,,,,
,,,'TRPAS2','TRPS1','TRPS2',,,,,,
,,,'VALTA','VPAMTr_copy1','VPAMTr_copy2',,,,,,
